stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
81,0.5,5.5,92.83252191598876,,92.82402391597861,92.83252191598876,93.32092954099062,93.32092954099062,93.32614958297927,93.6077607079933,93.85704187498777,right,5.5,1,1,0.5287753329903353,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
82,0.5,5.5,93.8660542909929,,93.85746420797659,93.8660542909929,94.35423812500085,94.35423812500085,94.35992054099916,94.64157833298668,94.66179012498469,left,-5.5,1,1,0.3034176670189481,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
83,0.5,5.0,94.67025995798758,,94.66211787497741,94.67025995798758,95.16025245797937,95.16025245797937,95.16025245797937,95.4591162079887,95.63984670798527,left,-5.0,1,1,0.46998100000200793,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
84,0.5,5.0,95.6490247079928,,95.64030554099008,95.6490247079928,96.1375860409753,96.1375860409753,96.1426042499952,96.425069541001,96.75644774999819,right,5.0,1,1,0.6057233749888837,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
85,0.5,5.0,96.76533608298632,,96.75685020798119,96.76533608298632,97.25420724999276,97.25420724999276,97.25945066599525,97.54155874997377,97.62311408299138,left,-5.0,0,0,0.35725908298627473,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
86,0.5,5.5,97.63188479098608,,97.62339941598475,97.63188479098608,98.12089216598542,98.12089216598542,98.12618154098163,,98.25631787499879,left,-5.5,1,1,0.12189008301356807,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
87,0.5,5.5,98.26495087498915,,98.25661183299962,98.26495087498915,98.7542405409913,98.7542405409913,98.75925683300011,,98.88972037498024,right,5.5,0,0,0.12657920899800956,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
88,0.5,6.0,98.89846487497562,,98.890009499999,98.89846487497562,99.38756441598525,99.38756441598525,99.39346799999475,99.67474258298171,99.68978783299099,right,6.0,0,0,0.2880141250207089,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
89,0.5,6.5,99.69852170799277,,99.69008154098992,99.69852170799277,100.187602082995,100.187602082995,100.19313424997381,100.47518612499698,100.90954741599853,left,-6.5,1,1,0.7193621670012362,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
90,0.5,6.5,100.9207250829786,,100.90987441598554,100.9207250829786,101.40935466598603,101.40935466598603,101.40935466598603,,101.56128316599643,right,6.5,1,1,0.1478017499903217,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
91,0.5,6.5,101.57018745798268,,101.5615965409961,101.57018745798268,102.05973424998228,102.05973424998228,102.05973424998228,102.35417745797895,102.64373687497573,left,-6.5,0,0,0.579746667004656,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
92,0.5,7.0,102.65342729099211,,102.6440512079862,102.65342729099211,103.14311325000017,103.14311325000017,103.14311325000017,103.44140191597398,103.4431168329902,left,-7.0,0,0,0.2962605420034379,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
93,0.5,7.5,103.4541318329866,,103.44344795797952,103.4541318329866,103.94367933299509,103.94367933299509,103.94367933299509,104.24220333297853,104.6730651659891,left,-7.5,0,0,0.7246441669994965,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
94,0.5,8.0,104.68179533298826,,104.67337212499115,104.68179533298826,105.17087287499453,105.17087287499453,105.17661612498341,105.45982858299976,105.52345479099313,left,-8.0,0,0,0.34928462500101887,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
95,0.5,8.5,105.53218195799855,,105.52387041598558,105.53218195799855,106.02097116599907,106.02097116599907,106.02695933298673,106.30879566597287,106.77304083298077,left,-8.5,1,1,0.7478668330004439,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
96,0.5,8.5,106.78165737498784,,106.77331937497365,106.78165737498784,107.27092699997593,107.27092699997593,107.27622462497675,107.55908854099107,107.75661412498448,left,-8.5,1,1,0.47359350000624545,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
97,0.5,8.5,107.76537745798123,,107.75693166599376,107.76537745798123,108.2541829579859,108.2541829579859,108.25950449999073,108.54277733300114,110.35996216599597,right,8.5,0,0,2.10216449998552,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
98,0.5,9.0,110.37015879098908,,110.36031487499713,110.37015879098908,110.85975483298535,110.85975483298535,110.85975483298535,111.15418687497731,112.03977466598735,right,9.0,1,1,1.1758055829850491,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
99,0.5,9.0,112.04867804099922,,112.04008087498369,112.04867804099922,112.53749279098702,112.53749279098702,112.542566832999,112.8246490409947,113.24001470798976,left,-9.0,1,1,0.6883279589819722,372727,001,2024-09-12_12h57.59.462,adaptive staircase,2024.2.1,None,2024-09-12 12h58.05.378282 +0530,
